invoice_number,job_card_number,description,quantity,unit_price,amount,unit_cost,gst,hours_worked,note,job_card_note,item_code,gst_free,product_type,bundle_parent_item_code,is_bom_parent,estimated_hours,ordering,subtotal,cost_including_tax,dont_update_quantity,requires_serial_number,customer_source,state,suburb,postcode,make,model,build_date,body_type,product_description,brand,product_group_name,product_supplier
50167,50167,4m + Delivery,1.0,157.06,172.766,0.0,15.706,,,,VINYL - MARINE,,S,VINYL - MARINE,,,1000000.0,157.06,0.0,false,,,NSW,Toronto,2283,,,,,Front Seats Marine Vinyl (Colour finish TBC),,,
50168,50168,labour for Awning (Material already paid),20.0,125.0,2750.0,0.0,250.0,,,,LAB,,J,LAB,,,0.0,2500.0,0.0,false,,,NSW,Morisset Park,2264,,,,,Shop Labour Rate,,,
50168,50168,Trampoline Re-stitching,2.0,125.0,275.0,0.0,25.0,,,,LAB,,J,LAB,,,1000000.0,250.0,0.0,false,,,NSW,Morisset Park,2264,,,,,Shop Labour Rate,,,
50170,50170,"Boom Bag, measure, make install inclusive of canavas",24.0,125.0,3300.0,0.0,300.0,,,,LAB,,J,LAB,,,0.0,3000.0,0.0,false,,,NSW,Morisset Park,2264,,,,,Shop Labour Rate,,,
50171,50171,50% Deposit for recovering lounge in microsuede. Colour /ead. Cut main cushion into 2.,1.0,1000.0,1100.0,0.0,100.0,,,,DEPOSIT,false,S,DEPOSIT,,,0.0,1000.0,0.0,true,,,NSW,Morisset Park,2264,,,,,Deposit,,,
50172,50172,Lounges in Macro Suede - Cut base cushions and cover all cushions.,1.0,1000.0,1100.0,0.0,100.0,,,,DEPOSIT,false,S,DEPOSIT,,,0.0,1000.0,0.0,true,,,NSW,Morisset Park,2264,,,,,Deposit,,,
50174,50174,"General Consumables - (Template Material, Buckles, Webbing etc)",1.0,1200.0,1320.0,0.0,120.0,,,,CON-GEN,,W,CON-GEN,,,0.0,1200.0,0.0,false,,,NSW,Cessnock ,"",,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50175,50175,"50% Deposit for Estimate #50173 - All discussed clears replaced, dodger, sides and back. Mounting with sail track, some fly screen panels incorporated.",1.0,3250.0,3575.0,0.0,325.0,,,,DEPOSIT,false,S,DEPOSIT,,,0.0,3250.0,0.0,true,,,NSW,Newcastle ,"",,,,,Deposit,,,
50176,50176,50% Remainder for cushions,1.0,1000.0,1100.0,0.0,100.0,,,,LAB,,J,LAB,,,0.0,1000.0,0.0,false,,,NSW,Morisset Park,2264,,,,,Shop Labour Rate,,,
50177,50177,50% Remainder - Dinghy cover made with Stamoid with aluminium pole,1.0,325.0,357.5,0.0,32.5,,,,LAB,,J,LAB,,,1000000.0,325.0,0.0,false,,,NSW,Fishing point,"",,,,,Shop Labour Rate,,,
50177,50177,"50% Remainder - Flybridge Clears using RollGlass Plus. Clears Front, Rear, Sides and rail Dodger. All four clears have u shape windows with rollup straps.",1.0,4150.0,4565.0,0.0,415.0,,,,LAB,,J,LAB,,,0.0,4150.0,0.0,false,,,NSW,Fishing point,"",,,,,Shop Labour Rate,,,
50178,50178,50% Deposit for Estimate 50177. (Flybridge Clears & Dinghy Cover),1.0,4475.0,4922.5,0.0,447.5,,,,DEPOSIT,false,S,DEPOSIT,,,0.0,4475.0,0.0,true,,,NSW,Fishing point,"",,,,,Deposit,,,
50180,50180,Remainder for Macrosuede cushions,1.0,2500.0,2750.0,0.0,250.0,,,,LAB,,J,LAB,,,0.0,2500.0,0.0,false,,,NSW,Morisset Park,2264,,,,,Shop Labour Rate,,,
50182,50182,"50% Deposit for Estimate #50179 - Includes Front and rear clears. Side clear new zips. New Helm cover, Recover 4 cushions, Helm seat covers, Window mesh covers",1.0,3850.0,4235.0,0.0,385.0,,,,DEPOSIT,false,S,DEPOSIT,,,0.0,3850.0,0.0,true,,,NSW,Marmong ,"",,,,,Deposit,,,
50184,50184,Recover cushion in black vinyl,1.0,500.0,550.0,0.0,50.0,,,,LAB,,J,LAB,,,0.0,500.0,0.0,false,,,NSW,Swansea,2281,,,,,Shop Labour Rate,,,
50185,50185,"Speed boat cover repair, x 2 darts, 10x canvas patches, adjustments to make tighter",3.5,125.0,481.25,0.0,43.75,,,,LAB,,J,LAB,,,0.0,437.5,0.0,false,,,NSW,Cooranbong,2265,,,,,Shop Labour Rate,,,
50185,50185,"General Consumables - (Template Material, Buckles, Webbing etc)",1.0,75.0,82.5,0.0,7.5,,,,CON-GEN,,W,CON-GEN,,,1000000.0,75.0,0.0,false,,,NSW,Cooranbong,2265,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50186,50186,Replace rear clear on Jeep,1.0,200.0,220.0,0.0,20.0,,,,LAB,,J,LAB,,,0.0,200.0,0.0,false,,,NSW,Toronto ,"",,,,,Shop Labour Rate,,,
50188,50188,"Deposit for - Quote #50187 - WeatherMax ""All Over"" cover, from booms to lifelines, for ""Freyja"" the sailing ketch.",1.0,2645.0,2909.5,0.0,264.5,,,,DEPOSIT,false,S,DEPOSIT,,,0.0,2645.0,0.0,true,,,NSW,Newcastle ,2300,,,,,Deposit,,,
50190,50190,"50% Deposit for Estimate #50189,  Replace all backing foam and secure all loose/hanging vinyl in forward cabin and cockpit, clean vinyl from previous repairs (if possible)",1.0,2055.0,2260.5,0.0,205.5,,,,DEPOSIT,false,S,DEPOSIT,,,0.0,2055.0,0.0,true,,,NSW,Wangi Wangi,2267,,,,,Deposit,,,
50191,50191,"50% Remainder - Pattern & Make  - WeatherMax ""All Over"" cover, from booms to lifelines, for ""Freyja"" the sailing ketch.",1.0,2645.0,2909.5,0.0,264.5,,,,LAB,,J,LAB,,,0.0,2645.0,0.0,false,,,NSW,Newcastle ,2300,,,,,Shop Labour Rate,,,
50192,50192,Less Deposit,1.0,-2350.0,-2585.0,0.0,-235.0,,,,DEPOSIT,false,S,DEPOSIT,,,2000000.0,-2350.0,0.0,true,,,NSW,Bellevue Hill ,2023,,,,,Deposit,,,
50192,50192,"Pattern & Fit Extended 3 bow Dodger, made with charcoal grey sunbrella, clear panels on each side. No zip in front clear",28.0,125.0,3850.0,0.0,350.0,,,,LAB,,J,LAB,,,0.0,3500.0,0.0,false,,,NSW,Bellevue Hill ,2023,,,,,Shop Labour Rate,,,
50192,50192,"Materials & General Consumables - (Template Material, Buckles, Webbing etc)",1.0,1200.0,1320.0,0.0,120.0,,,,CON-GEN,,W,CON-GEN,,,1000000.0,1200.0,0.0,false,,,NSW,Bellevue Hill ,2023,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50193,50193,"Dodger made from WeatherMax light charcoal, as discussed and quoted onboard.",1.0,2000.0,2200.0,0.0,200.0,,,,LAB,,J,LAB,,,0.0,2000.0,0.0,false,,,NSW,Port Jackson ,"",,,,,Shop Labour Rate,,,
50194,50194,"50% Deposit for Quote #50192 - Pattern & Fit Extended 3 bow Dodger, made with charcoal grey sunbrella, clear panels on each side. No zip in front clear.",1.0,2350.0,2585.0,0.0,235.0,,,,DEPOSIT,false,S,DEPOSIT,,,0.0,2350.0,0.0,true,,,NSW,Bellevue Hill ,2023,,,,,Deposit,,,
50196,50196,Repair of boom cover,2.0,125.0,275.0,0.0,25.0,,,,LAB,,J,LAB,,,0.0,250.0,0.0,false,,,NSW,Wickham,2293,,,,,Shop Labour Rate,,,
50197,50197,Materials,1.0,230.0,253.0,0.0,23.0,,,,CON-GEN,,W,CON-GEN,,,1000000.0,230.0,0.0,false,,,NSW,Fishing point,"",,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50197,50197,Boat Awning,6.5,125.0,893.75,0.0,81.25,,,,LAB,,J,LAB,,,0.0,812.5,0.0,false,,,NSW,Fishing point,"",,,,,Shop Labour Rate,,,
50198,50198,50 x Stainless Lugs on webbing,1.0,25.0,27.5,0.0,2.5,,,,CON-GEN,,W,CON-GEN,,,1000000.0,25.0,0.0,false,,,NSW,Morisset Park,2264,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50198,50198,Trampoline Repairs - Restitch weatherMAX border,5.0,125.0,687.5,0.0,62.5,,,,LAB,,J,LAB,,,0.0,625.0,0.0,false,,,NSW,Morisset Park,2264,,,,,Shop Labour Rate,,,
50202,50202,Less Deposit (Inv 50203 Paid),1.0,-3585.0,-3943.5,0.0,-358.5,,,,DEPOSIT,false,S,DEPOSIT,,,2000000.0,-3585.0,0.0,true,,Website,NSW,Coal Point,2283,,,,,Deposit,,,
50202,50202,"Extras - Cut out for cleats x 4, remove & extend webbing on helm cover for press studs extension (no charge for materials here, thank you for your custom)",3.5,125.0,481.25,0.0,43.75,,,,LAB,,J,LAB,,,1000000.0,437.5,0.0,false,,Website,NSW,Coal Point,2283,,,,,Shop Labour Rate,,,
50202,50202,"All over cover for 8m rib centre console. Made from weatherMAX light charcoal, 2 halves zipped together. Shaped to fit over bow,then shock cord with inflatable boat hooks down each side.",1.0,7170.0,7887.0,0.0,717.0,,,,LAB,,J,LAB,,,0.0,7170.0,0.0,false,,Website,NSW,Coal Point,2283,,,,,Shop Labour Rate,,,
50203,50203,50% Deposit for Quote #50202 - Rib Cover in WeatherMax,1.0,3585.0,3943.5,0.0,358.5,,,,DEPOSIT,false,S,DEPOSIT,,,0.0,3585.0,0.0,true,,Website,NSW,Coal Point,2283,,,,,Deposit,,,
50204,50204,Recover chiro bench,1.0,200.0,220.0,0.0,20.0,,,,LAB,,J,LAB,,,0.0,200.0,0.0,false,,,NSW,Coal point,2283,,,,,Shop Labour Rate,,,
50207,50207,Bike seat recover,1.0,300.0,330.0,0.0,30.0,,,,LAB,,J,LAB,,,0.0,300.0,0.0,false,,,NSW,Blackalls Park,2283,,,,,Shop Labour Rate,,,
50209,50209,"50% deposit for Estimate #50206 - Fit existing mesh sides, New side clears, Flybridge Cover modifications",1.0,2775.0,3052.5,0.0,277.5,,,,DEPOSIT,false,S,DEPOSIT,,,0.0,2775.0,0.0,true,,,NSW,Kirribilli,2061,,,,,Deposit,,,
50210,50210,As discussed on-board for clears and replacing stayput fasteners. Zips in clears will be spiral zips,1.0,6500.0,7150.0,0.0,650.0,,,,LAB,,J,LAB,,,0.0,6500.0,0.0,false,,,NSW,Cary bay,2283,,,,,Shop Labour Rate,,,
50210,50210,less 50% Deposit (paid),1.0,-3250.0,-3575.0,0.0,-325.0,,,,DEPOSIT,false,S,DEPOSIT,,,1000000.0,-3250.0,0.0,true,,,NSW,Cary bay,2283,,,,,Deposit,,,
50211,50211,50% Deposit for Estimate #50208 - Rib Chaps Cover,1.0,1375.0,1512.5,0.0,137.5,,,,DEPOSIT,false,S,DEPOSIT,,,0.0,1375.0,0.0,true,,Website,NSW,Coal Point,2283,,,,,Deposit,,,
50212,50212,50% Deposit for estimate #50210 - Houseboat clears,1.0,3250.0,3575.0,0.0,325.0,,,,DEPOSIT,false,S,DEPOSIT,,,0.0,3250.0,0.0,true,,,NSW,Cary bay,2283,,,,,Deposit,,,
50213,50213,Cover V berth cushions in sunbrella savane nimbus. Reusing the back fabric and zips.,2.0,530.0,1166.0,0.0,106.0,,,,LAB,,J,LAB,,,0.0,1060.0,0.0,false,,,NSW,Wangi Wangi ,"",,,,,Shop Labour Rate,,,
50213,50213,Less 50% Deposit (Paid),1.0,-530.0,-583.0,0.0,-53.0,,,,DEPOSIT,false,S,DEPOSIT,,,1000000.0,-530.0,0.0,true,,,NSW,Wangi Wangi ,"",,,,,Deposit,,,
50214,50214,50% Deposit for Estimate #50213 - V berth cushions recover,1.0,530.0,583.0,0.0,53.0,,,,DEPOSIT,false,S,DEPOSIT,,,0.0,530.0,0.0,true,,,NSW,Wangi Wangi ,"",,,,,Deposit,,,
50215,50215,"Make new engine cover / cushion. Made from 18mm marine ply. Using 2"" reticulated foam, with vinyl cover gold and white",1.0,1740.0,1914.0,0.0,174.0,,,,LAB,,J,LAB,,,0.0,1740.0,0.0,false,,,NSW,Rathmines,2283,,,,,Shop Labour Rate,,,
50215,50215,Less 50% Deposit (Paid),1.0,-870.0,-957.0,0.0,-87.0,,,,DEPOSIT,false,S,DEPOSIT,,,1000000.0,-870.0,0.0,true,,,NSW,Rathmines,2283,,,,,Deposit,,,
50216,50216,"Aft cover - batten, zip & rubber seal",1.0,80.0,88.0,0.0,8.0,,,,CON-GEN,,W,CON-GEN,,,4000000.0,80.0,0.0,false,,,NSW,Kirribilli,2061,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50216,50216,Aft cover alterations,3.0,125.0,412.5,0.0,37.5,,,,LAB,,J,LAB,,,3000000.0,375.0,0.0,false,,,NSW,Kirribilli,2061,,,,,Shop Labour Rate,,,
50216,50216,Flybridge Cover modifications as discussed over email and confirmed via telephone 27/07/26,1.0,2500.0,2750.0,0.0,250.0,,,,LAB,,J,LAB,,,2000000.0,2500.0,0.0,false,,,NSW,Kirribilli,2061,,,,,Shop Labour Rate,,,
50216,50216,New side clears made from Regalight sheet clear  2 sheets required.To fit on the outside using existing track & stayput fittings.,1.0,2490.0,2739.0,0.0,249.0,,,,LAB,,J,LAB,,,1000000.0,2490.0,0.0,false,,,NSW,Kirribilli,2061,,,,,Shop Labour Rate,,,
50216,50216,Fit existing mesh sides on inside with 3 piece track at the top and press studs bottom and sides.,1.0,560.0,616.0,0.0,56.0,,,,LAB,,J,LAB,,,0.0,560.0,0.0,false,,,NSW,Kirribilli,2061,,,,,Shop Labour Rate,,,
50216,50216,2 x new bimini webbing straps,1.0,40.0,44.0,0.0,4.0,,,,LAB,,J,LAB,,,5000000.0,40.0,0.0,false,,,NSW,Kirribilli,2061,,,,,Shop Labour Rate,,,
50216,50216,Less Deposit,1.0,-2775.0,-3052.5,0.0,-277.5,,,,DEPOSIT,false,S,DEPOSIT,,,6000000.0,-2775.0,0.0,true,,,NSW,Kirribilli,2061,,,,,Deposit,,,
50217,50217,"50% Deposit for Estimate #50215 - new engine cover / cushion. Made from 18mm marine ply. Using 2"" reticulated foam, with vinyl cover gold and white",1.0,870.0,957.0,0.0,87.0,,,,DEPOSIT,false,S,DEPOSIT,,,0.0,870.0,0.0,true,,,NSW,Rathmines,2283,,,,,Deposit,,,
50219,50219,50% Deposit for Estimate #50218 - 3 bow bimini made from stainless steel. Cover made from marine canvas and fitting,1.0,1850.0,2035.0,0.0,185.0,,,,DEPOSIT,false,S,DEPOSIT,,,0.0,1850.0,0.0,true,,,NSW,Kilaben Bay,2283,,,,,Deposit,,,
50220,50220,Chap Style Covers For Rib as Discussed,20.0,125.0,2750.0,0.0,250.0,,,,LAB,,J,LAB,,,0.0,2500.0,0.0,false,,Website,NSW,Coal Point,2283,,,,,Shop Labour Rate,,,
50220,50220,less 50% deposit paid Inv #50211,1.0,-1375.0,-1512.5,0.0,-137.5,,,,DEPOSIT,false,S,DEPOSIT,,,1000000.0,-1375.0,0.0,true,,Website,NSW,Coal Point,2283,,,,,Deposit,,,
50220,50220,Cut around Ski Pole & 8 x Shock Chords,2.0,125.0,275.0,0.0,25.0,,,,LAB,,J,LAB,,,2000000.0,250.0,0.0,false,,Website,NSW,Coal Point,2283,,,,,Shop Labour Rate,,,
,50013,Heather Beige - Sunbrella Waterproof Canvas 155cm,25.0,110.0,2750.0,0.0,250.0,,,,SUN-HT-150,,S,SUN-HT-150,,,0.0,2500.0,0.0,,,,NSW,Toronto,2283,,,,Power Boat,Sunbrella Waterproof Canvas 155cm,Sunbrella,,Nolan Group
,50013,"General Consumables - (Fastners, Buckles, Webbing etc)",1.0,200.0,200.0,0.0,18.18,,,,CON-GEN,,W,CON-GEN,,,2000000.0,181.82,0.0,,,,NSW,Toronto,2283,,,,Power Boat,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
,50013,Pattern Pro Material,25.0,10.0,250.0,3.61,22.73,,,,PAT-PRO,,S,PAT-PRO,,,1000000.0,227.27,3.971,,,,NSW,Toronto,2283,,,,Power Boat,Pattern Pro Material,,,
,50013,Shop Labour Rate,32.0,160.0,5120.0,0.0,465.45,,,,LAB,,J,LAB,,,3000000.0,4654.55,0.0,,,,NSW,Toronto,2283,,,,Power Boat,Shop Labour Rate,,,
,50022,"General Consumables - (Template Material, Buckles, Webbing etc)",1.0,5.0,5.5,0.0,0.5,,,,CON-GEN,,W,CON-GEN,,,1000000.0,5.0,0.0,false,,Google,NSW,Royal Exchange,1225,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
,50036,Front Seats Reticulated Foam,1.0,160.0,176.0,160.0,16.0,,,,DRICELL RETICULATED FOAM SHEET,,S,DRICELL RETICULATED FOAM SHEET,,,2000000.0,160.0,176.0,false,,,,,,,,,,Front Seats Reticulated Foam,,,
,50036,Rear Seats Marine Vinyl (Colour finish TBC),5.0,90.0,495.0,0.0,45.0,,,,VINYL - MARINE,,S,VINYL - MARINE,,,5000000.0,450.0,0.0,false,,,,,,,,,,Front Seats Marine Vinyl (Colour finish TBC),,,
,50036,"Fitted Boat Cover - General Consumables - (Template Material, Buckles, Webbing etc)",1.0,292.0,321.2,0.0,29.2,,,,CON-GEN,,W,CON-GEN,,,10000000.0,292.0,0.0,false,,,,,,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
,50036,"Rear Seats General Consumables - (Template Material, Stainless, Webbing etc)",1.0,81.0,89.1,0.0,8.1,,,,CON-GEN,,W,CON-GEN,,,7000000.0,81.0,0.0,false,,,,,,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
,50036,"Front Seats General Consumables - (Template Material, Stainless Staples, Webbing etc)",1.0,81.0,89.1,0.0,8.1,,,,CON-GEN,,W,CON-GEN,,,3000000.0,81.0,0.0,false,,,,,,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
,50036,Fitted Boat Cover - Sunbrella Waterproof Canvas 155cm,8.0,93.5,822.8,0.0,74.8,,,,SUN-HT-150,,S,SUN-HT-150,,,9000000.0,748.0,0.0,false,,,,,,,,,,Sunbrella Waterproof Canvas 155cm,Sunbrella,,Nolan Group
,50036,Rear Seats Reticulated Foam,1.0,160.0,176.0,160.0,16.0,,,,DRICELL RETICULATED FOAM SHEET,,S,DRICELL RETICULATED FOAM SHEET,,,6000000.0,160.0,176.0,false,,,,,,,,,,Front Seats Reticulated Foam,,,
,50036,"Front Seats Labour, Using existing Dancraft Pattern (Wood bases supplied)",14.0,144.0,2217.6,0.0,201.6,,,,LAB,,J,LAB,,,0.0,2016.0,0.0,false,,,,,,,,,,Shop Labour Rate,,,
