invoice_number,job_card_number,description,quantity,unit_price,amount,unit_cost,gst,hours_worked,note,job_card_note,item_code,gst_free,product_type,bundle_parent_item_code,is_bom_parent,estimated_hours,ordering,subtotal,cost_including_tax,dont_update_quantity,requires_serial_number,customer_source,state,suburb,postcode,make,model,build_date,body_type,product_description,brand,product_group_name,product_supplier
50037,50037,"Boom Cover - Strengthened all corners and clip straps, patched all holes + Fixed rope bag",5.5,144.0,871.2,0.0,79.2,,,,LAB,,J,LAB,,,0.0,792.0,0.0,false,,Website,NSW,Coal Point,2283,,,,Sedan,Shop Labour Rate,,,
50038,50038,"Remove solar panels, remove and dispose old Bimini, check frame and fasteners, pattern new Bimini",4.0,144.0,633.6,0.0,57.6,,,,LAB,,J,LAB,,,0.0,576.0,0.0,false,,,NSW,"",2282,,,,,Shop Labour Rate,,,
50038,50038,"General Consumables - (Template Material, Buckles, Webbing etc)",1.0,72.0,79.2,0.0,7.2,,,,CON-GEN,,W,CON-GEN,,,3000000.0,72.0,0.0,false,,,NSW,"",2282,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50038,50038,Sunbrella Waterproof Canvas 155cm,6.0,110.0,726.0,0.0,66.0,,,,SUN-HT-150,,S,SUN-HT-150,,,2000000.0,660.0,0.0,false,,,NSW,"",2282,,,,,Sunbrella Waterproof Canvas 155cm,Sunbrella,,Nolan Group
50038,50038,"Install new Bimini, install solar panels",4.0,144.0,633.6,0.0,57.6,,,,LAB,,J,LAB,,,4000000.0,576.0,0.0,false,,,NSW,"",2282,,,,,Shop Labour Rate,,,
50038,50038,See new Bimini,8.0,144.0,1267.2,0.0,115.2,,,,LAB,,J,LAB,,,1000000.0,1152.0,0.0,false,,,NSW,"",2282,,,,,Shop Labour Rate,,,
50041,50041,"General Consumables - (Template Material, Buckles, Webbing etc)",1.0,0.1,0.11,0.0,0.01,,,,CON-GEN,,W,CON-GEN,,,0.0,0.1,0.0,false,,,,,,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50042,50042,"General Consumables - (Template Material, Buckles, Webbing etc)",1.0,0.9,0.99,0.0,0.09,,,,CON-GEN,,W,CON-GEN,,,0.0,0.9,0.0,false,,,,,,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50043,50043,Deposit / Insurance Excess Quote/Job 50038 - Wave Dancer Bimini,1.0,1000.0,1000.0,0.0,0.0,,,,DEPOSIT,true,S,DEPOSIT,,,0.0,1000.0,0.0,true,,,NSW,"",2282,,,,,Deposit,,,
50044,50044,Side Covers - Remove/Template/Make/Install - Sunbrella Black,2.0,400.0,880.0,0.0,80.0,,,,CON-GEN,,W,CON-GEN,,,3000000.0,800.0,0.0,false,,,NSW,Mayfield,2304,,,,Pontoon,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50044,50044,Bimini Cover - Remove/Template/Make/Install - Sunbrella Black,1.0,850.0,935.0,0.0,85.0,,,,CON-GEN,,W,CON-GEN,,,0.0,850.0,0.0,false,,,NSW,Mayfield,2304,,,,Pontoon,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50044,50044,Link Sheet - Remove/Template/Make/Install - Sunbrella Black,1.0,400.0,440.0,0.0,40.0,,,,CON-GEN,,W,CON-GEN,,,1000000.0,400.0,0.0,false,,,NSW,Mayfield,2304,,,,Pontoon,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50044,50044,Dodger - Remove/Template/Make/Install - Sunbrella Black,1.0,2500.0,2750.0,0.0,250.0,,,,CON-GEN,,W,CON-GEN,,,2000000.0,2500.0,0.0,false,,,NSW,Mayfield,2304,,,,Pontoon,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50044,50044,Rail Dodgers - Remove/Template/Make/Install - Sunbrella Black,2.0,200.0,440.0,0.0,40.0,,,,CON-GEN,,W,CON-GEN,,,4000000.0,400.0,0.0,false,,,NSW,Mayfield,2304,,,,Pontoon,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50044,50044,Helm Cover - Remove/Template/Make/Install - Sunbrella Black,1.0,900.0,990.0,0.0,90.0,,,,CON-GEN,,W,CON-GEN,,,5000000.0,900.0,0.0,false,,,NSW,Mayfield,2304,,,,Pontoon,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50044,50044,Cushions - Remove/Template/Recover/Install - Sunbrella Beige & White Stripes + Mesh Back,5.0,250.0,1375.0,0.0,125.0,,,,CON-GEN,,W,CON-GEN,,,6000000.0,1250.0,0.0,false,,,NSW,Mayfield,2304,,,,Pontoon,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50046,50046,"Deposit for Quote#50044 - Blue Yonder Bimini, Dodger & Cushions",1.0,2645.45,2910.0,0.0,264.55,,,,DEPOSIT,false,S,DEPOSIT,,,0.0,2645.45,0.0,true,,,NSW,Mayfield,2304,,,,,Deposit,,,
50047,50047,"Pattern, make & fit Mesh Covers with sailtrack in Soltis Perform 92 - Anthracite 92-2047",1.0,4163.7,4580.07,0.0,416.37,,,,CON-GEN,,W,CON-GEN,,,0.0,4163.7,0.0,false,,,NSW,Kirribilli,2061,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50047,50047,"Pattern, make & fit WeatherMax Covers",1.0,1855.0,2040.5,0.0,185.5,,,,CON-GEN,,W,CON-GEN,,,1000000.0,1855.0,0.0,false,,,NSW,Kirribilli,2061,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50048,50048,"General Consumables - (Template Material, Buckles, Webbing etc)",1.0,1.0,1.1,0.0,0.1,,,,CON-GEN,,W,CON-GEN,,,0.0,1.0,0.0,false,,,,,,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50049,50049,"General Consumables - (Template Material, Buckles, Webbing etc)",1.0,1.0,1.1,0.0,0.1,,,,CON-GEN,,W,CON-GEN,,,0.0,1.0,0.0,false,,,,,,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50052,50052,Template and recover & fit saloon cushions,1.0,1650.0,1815.0,0.0,165.0,,,,CON-GEN,,W,CON-GEN,,,0.0,1650.0,0.0,false,,,NSW,Wickham,2293,Barvaria,38,,Sedan,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50053,50053,Hatch Covers,2.0,70.0,154.0,0.0,14.0,,,,CON-GEN,,W,CON-GEN,,,0.0,140.0,0.0,false,,,NSW,Mayfield,2304,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50054,50054,"Material & General Consumables - (Template Material, Buckles, Webbing etc)",1.0,880.0,968.0,0.0,88.0,,,,CON-GEN,,W,CON-GEN,,,1000000.0,880.0,0.0,false,,,NSW,Kirribilli,2061,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50054,50054,"Template, make and fit Bimini",19.0,110.0,2299.0,0.0,209.0,,,,LAB,,J,LAB,,,0.0,2090.0,0.0,false,,,NSW,Kirribilli,2061,,,,,Shop Labour Rate,,,
50055,50055,Shop Labour Rate,7.5,0.0,0.0,0.0,0.0,,,,LAB,,J,LAB,,,2000000.0,0.0,0.0,false,,,NSW,Wickham,2293,Travel Lift,,,Sedan,Shop Labour Rate,,,
50055,50055,Marine Carpet,6.0,59.0,389.4,0.0,35.4,,,,CON-GEN,,W,CON-GEN,,,0.0,354.0,0.0,false,,,NSW,Wickham,2293,Travel Lift,,,Sedan,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50055,50055,"General Consumables - (Template Material, Buckles, Webbing etc)",1.0,99.0,108.9,0.0,9.9,,,,CON-GEN,,W,CON-GEN,,,1000000.0,99.0,0.0,false,,,NSW,Wickham,2293,Travel Lift,,,Sedan,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50056,50056,Shop Labour Rate,1.0,130.0,143.0,0.0,13.0,,,,LAB,,J,LAB,,,1.0,130.0,0.0,,,,NSW,North Shore,2444,"","","",Yacht,Shop Labour Rate,,,
50056,50056,"General Consumables - (Template Material, Buckles, Webbing etc)",1.0,23.0,25.3,0.0,2.3,,,,CON-GEN,,W,CON-GEN,,,2.0,23.0,0.0,,,,NSW,North Shore,2444,"","","",Yacht,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50057,50057,"General Consumables - (Template Material, Buckles, Webbing etc)",1.0,1.0,1.1,0.0,0.1,,,,CON-GEN,,W,CON-GEN,,,1.0,1.0,0.0,,,Google,NSW,Royal Exchange,1225,Dancraft,1800,,Power Boat,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50058,50058,Shop Labour Rate,1.0,1.0,1.1,0.0,0.1,,,,LAB,,J,LAB,,,0.0,1.0,0.0,,,,,,,,,,,Shop Labour Rate,,,
50059,50059,"General Consumables - (Template Material, Buckles, Webbing etc)",1.0,1.0,1.1,0.0,0.1,,,,CON-GEN,,W,CON-GEN,,,1.0,1.0,0.0,,,,,,,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50060,50060,10 x Blue Vinyl Cushions,10.0,250.0,2750.0,0.0,250.0,,,,CON-GEN,,W,CON-GEN,,,0.0,2500.0,0.0,false,,,NSW,Toronto ,"",,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50061,50061,Recover extra seat,1.0,250.0,275.0,0.0,25.0,,,,CON-GEN,,W,CON-GEN,,,1000000.0,250.0,0.0,false,,,"",Marmong,"",,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50061,50061,Recover Dinette  in Novatex Vinyl,1.0,4545.0,4999.5,0.0,454.5,,,,CON-GEN,,W,CON-GEN,,,0.0,4545.0,0.0,false,,,"",Marmong,"",,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50062,50062,Helm Seat,1.0,500.0,550.0,0.0,50.0,,,,CON-GEN,,W,CON-GEN,,,1000000.0,500.0,0.0,false,,,NSW,Toronto ,"",,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50062,50062,Cushions,2.0,400.0,880.0,0.0,80.0,,,,CON-GEN,,W,CON-GEN,,,0.0,800.0,0.0,false,,,NSW,Toronto ,"",,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50064,50064,Fitted Sheets with shock chord,4.0,100.0,440.0,0.0,40.0,,,,CON-GEN,,W,CON-GEN,,,0.0,400.0,0.0,false,,,NSW,Wickham,2293,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50064,50064,Press Studs & Stud bases for cushions,1.0,50.0,55.0,0.0,5.0,,,,CON-GEN,,W,CON-GEN,,,1000000.0,50.0,0.0,false,,,NSW,Wickham,2293,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50065,50065,2 x Canvas Side Covers + 2 Cushions,1.0,1000.0,1100.0,0.0,100.0,,,,CON-GEN,,W,CON-GEN,,,0.0,1000.0,0.0,false,,,NSW,Mayfield,2304,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50067,50067,Deposit For Bimini and Awning,1.0,4685.0,5153.5,0.0,468.5,,,,CON-GEN,,W,CON-GEN,,,0.0,4685.0,0.0,false,,,NSW,Belmont north,"",,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50068,50068,Recover Massage Bench,1.0,550.0,605.0,0.0,55.0,,,,CON-GEN,,W,CON-GEN,,,0.0,550.0,0.0,false,,,NSW,Cooranbong ,2265,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50070,50070,Remainder for Bimini & Awning,1.0,4685.0,5153.5,0.0,468.5,,,,CON-GEN,,W,CON-GEN,,,0.0,4685.0,0.0,false,,,NSW,Belmont north,"",,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50071,50071,Drinks cart canvas tops,1.0,825.0,907.5,0.0,82.5,,,,CON-GEN,,W,CON-GEN,,,0.0,825.0,0.0,false,,,NSW,Argenton,2284,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50072,50072,"5 white cushions with blue & grey stripes, 1 padded panel with stripes to match cushions",1.0,3000.0,3300.0,0.0,300.0,,,,CON-GEN,,W,CON-GEN,,,0.0,3000.0,0.0,false,,,NSW,Toronto ,"",,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50074,50074,Orange Bimini and Black Sock,1.0,1500.0,1650.0,0.0,150.0,,,,CON-GEN,,W,CON-GEN,,,0.0,1500.0,0.0,false,,,NSW,Kilaben Bay ,"",,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50075,50075,Recover Caravan Cushions x 2,1.0,800.0,880.0,0.0,80.0,,,,CON-GEN,,W,CON-GEN,,,0.0,800.0,0.0,false,,,NSW,Wangi  Wangi ,"",,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50079,50079,Cover V birth cushions Material Provided,3.5,125.0,481.25,0.0,43.75,,,,LAB,,J,LAB,,,1000000.0,437.5,0.0,false,,,NSW,Toronto ,"",,,,,Shop Labour Rate,,,
50079,50079,Mesh & Zips,1.0,80.0,88.0,0.0,8.0,,,,CON-GEN,,W,CON-GEN,,,0.0,80.0,0.0,false,,,NSW,Toronto ,"",,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50083,50083,Caravan Awning Repairs,1.0,700.0,770.0,0.0,70.0,,,,CON-GEN,,W,CON-GEN,,,0.0,700.0,0.0,false,,,NSW,Toronto ,"",,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50086,50086,New zip in clear,1.0,200.0,220.0,0.0,20.0,,,,CON-GEN,,W,CON-GEN,,,0.0,200.0,0.0,false,,,"","","",,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50090,50090,"50% Deposit for Job 50089, Office cushions, back rests and wall panels",1.0,3420.0,3762.0,0.0,342.0,,,,CON-GEN,,W,CON-GEN,,,0.0,3420.0,0.0,false,,,NSW,Greenacre,2190,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50092,50092,Repairs to Bimini,1.0,250.0,275.0,0.0,25.0,,,,CON-GEN,,W,CON-GEN,,,0.0,250.0,0.0,false,,,NSW,Marks point,"",,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50093,50093,"50% deposit for Quote 50091, Reskin Bimini, with 1 new bow and back cover",1.0,1472.5,1619.75,0.0,147.25,,,,CON-GEN,,W,CON-GEN,,,0.0,1472.5,0.0,false,,,NSW,Belmont ,"",,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50094,50094,5 x hatch covers and a helm/table cover,1.0,1100.0,1210.0,0.0,110.0,,,,LAB,,J,LAB,,,3000000.0,1100.0,0.0,false,,,NSW,Belmont ,"",,,,,Shop Labour Rate,,,
50094,50094,50% Remainder,1.0,1472.5,1619.75,0.0,147.25,,,,REMAINDER,false,J,REMAINDER,,,1000000.0,1472.5,0.0,false,,,NSW,Belmont ,"",,,,,,,,
50094,50094,Frame modifications,3.5,125.0,481.25,0.0,43.75,,,,LAB,,J,LAB,,,2000000.0,437.5,0.0,false,,,NSW,Belmont ,"",,,,,Shop Labour Rate,,,
50094,50094,Hinged Nuckle,1.0,42.0,46.2,0.0,4.2,,,,CON-GEN,,W,CON-GEN,,,0.0,42.0,0.0,false,,,NSW,Belmont ,"",,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50095,50095,"50% Deposit for Estimate 50085, - Custom 2 bow dodger and frame, measure, make and install & Sail/boom bag",1.0,4147.5,4562.25,0.0,414.75,,,,CON-GEN,,W,CON-GEN,,,0.0,4147.5,0.0,false,,,NSW,Toronto,2283,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50097,50097,"50% Deposit for Quote 50087, Recover cushions & new foam where needed & Template & Make new covers",1.0,4750.0,5225.0,0.0,475.0,,,,CON-GEN,,W,CON-GEN,,,0.0,4750.0,0.0,false,,,NSW,Kotara,,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50098,50098,"Remainder for JPb 50085, - Custom 2 bow dodger and frame, measure, make and install & Sail/boom bag",1.0,4147.5,4562.25,0.0,414.75,,,,LAB,,J,LAB,,,0.0,4147.5,0.0,false,,,NSW,Toronto,2283,,,,,Shop Labour Rate,,,
50101,50101,Shop Labour Rate,1.5,125.0,206.25,0.0,18.75,,,,LAB,,J,LAB,,,0.0,187.5,0.0,false,,,NSW,Toronto ,"",,,,,Shop Labour Rate,,,
50101,50101,Press studs,1.0,25.0,27.5,0.0,2.5,,,,CON-GEN,,W,CON-GEN,,,1000000.0,25.0,0.0,false,,,NSW,Toronto ,"",,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50106,50106,"50% Deposit for quote number 50104 - Recover cushions, backrests and panels. Approx. 26 pieces in total",1.0,7500.0,8250.0,0.0,750.0,,,,CON-GEN,,W,CON-GEN,,,0.0,7500.0,0.0,false,,,NSW,Tea Gardens ,2324,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50112,50112,Recover Bench Seat,1.0,1000.0,1100.0,0.0,100.0,,,,LAB,,J,LAB,,,0.0,1000.0,0.0,false,,,NSW,Fletcher,2287,,,,,Shop Labour Rate,,,
50114,50114,Final payment for office cushions (Job 50089),1.0,3420.0,3762.0,0.0,342.0,,,,LAB,,J,LAB,,,0.0,3420.0,0.0,false,,,NSW,Greenacre,2190,,,,,Shop Labour Rate,,,
50117,50117,50% Remainder for Cushions & Covers (Job 50097),1.0,4750.0,5225.0,0.0,475.0,,,,LAB,,J,LAB,,,0.0,4750.0,0.0,false,,,NSW,Kotara,,,,,,Shop Labour Rate,,,
50118,50118,Car Cushion Trimming,1.0,1250.0,1375.0,0.0,125.0,,,,CON-GEN,,W,CON-GEN,,,0.0,1250.0,0.0,false,,,NSW,Mayfield,2291,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50121,50121,Replacement Stainless 316 Bolts,1.0,129.0,141.9,0.0,12.9,,,,CON-GEN,,W,CON-GEN,,,1000000.0,129.0,0.0,false,,,NSW,Tea Gardens ,2324,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50121,50121,Remainder for quote 50104,1.0,7500.0,8250.0,0.0,750.0,,,,LAB,,J,LAB,,,0.0,7500.0,0.0,false,,,NSW,Tea Gardens ,2324,,,,,Shop Labour Rate,,,
50121,50121,Replacing bolts in backs,3.8,125.0,522.5,0.0,47.5,,,,LAB,,J,LAB,,,2000000.0,475.0,0.0,false,,,NSW,Tea Gardens ,2324,,,,,Shop Labour Rate,,,
50122,50122,Machine Covers,1.0,3052.0,3357.2,0.0,305.2,,,,LAB,,J,LAB,,,0.0,3052.0,0.0,false,,,NSW,Wickham,2293,,,,,Shop Labour Rate,,,
50123,50123,2 Zips in front & 2 new side clears replacing 1 zip on port side (+$30),1.0,1530.0,1683.0,0.0,153.0,,,,CON-GEN,,W,CON-GEN,,,0.0,1530.0,0.0,false,,,NSW,Wangi Wangi ,"",,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50127,50127,50% Deposit for Deck Cover Quote 50125,1.0,2500.0,2750.0,0.0,250.0,,,,DEPOSIT,false,S,DEPOSIT,,,0.0,2500.0,0.0,true,,Website,NSW,Coal Point,2283,,,,,Deposit,,,
50128,50128,VW Carpet fitted,1.0,316.25,347.875,0.0,31.625,,,,LAB,,J,LAB,,,0.0,316.25,0.0,false,,,NSW,Toronto ,2283,Vw,Transporter,"",Other,Shop Labour Rate,,,
50129,50129,3 meters of material,1.0,240.0,264.0,0.0,24.0,,,,CON-GEN,,W,CON-GEN,,,0.0,240.0,0.0,false,,,NSW,Rathmines ,"",,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50129,50129,Covers for aeroplane seats,6.5,125.0,893.75,0.0,81.25,,,,LAB,,J,LAB,,,1000000.0,812.5,0.0,false,,,NSW,Rathmines ,"",,,,,Shop Labour Rate,,,
50132,50132,Split large cushion,3.0,125.0,412.5,0.0,37.5,,,,LAB,,J,LAB,,,1000000.0,375.0,0.0,false,,,NSW,Mayfield,2291,,,,,Shop Labour Rate,,,
50132,50132,Remainder form original cushions,1.0,1681.81,1849.991,0.0,168.181,,,,LAB,,J,LAB,,,0.0,1681.81,0.0,false,,,NSW,Mayfield,2291,,,,,Shop Labour Rate,,,
50138,50138,50% Deposit For Quote 50126 (Engine Cover & Reach Bench Seat Base),1.0,1115.0,1226.5,0.0,111.5,,,,LAB,,J,LAB,,,0.0,1115.0,0.0,false,,,NSW,Wangi,2267,,,,,Shop Labour Rate,,,
50140,50140,1 hour extra for rear awning zips,1.0,125.0,137.5,0.0,12.5,,,,LAB,,J,LAB,,,1000000.0,125.0,0.0,false,,,NSW,Fishing Point ,"",,,,,Shop Labour Rate,,,
50140,50140,"Remainder for New canvas top aft of targa with new zip on back for future cover, zip on new solar panel (provided by the customer). New front and side clears.",1.0,1635.0,1798.5,0.0,163.5,,,,LAB,,J,LAB,,,0.0,1635.0,0.0,false,,,NSW,Fishing Point ,"",,,,,Shop Labour Rate,,,
50140,50140,3 x Zips for rear awning,1.0,78.0,85.8,0.0,7.8,,,,CON-GEN,,W,CON-GEN,,,2000000.0,78.0,0.0,false,,,NSW,Fishing Point ,"",,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50141,50141,50% Reminder for weathermax cover,1.0,2500.0,2750.0,0.0,250.0,,,,LAB,,J,LAB,,,0.0,2500.0,0.0,false,,Website,NSW,Coal Point,2283,,,,,Shop Labour Rate,,,
50143,50143,"50% Deposit booked in for Quote 50142 - Measure & Supply Deck cover made from weatherMAX. This price is including socks, over winches and grinders. Mounting with shock cord and hooks around stanchions.",1.0,3270.0,3597.0,0.0,327.0,,,,DEPOSIT,false,S,DEPOSIT,,,0.0,3270.0,0.0,true,,,NSW,Wellington point,"",,,,,Deposit,,,
50144,50144,"50% Deposit for Quote 50140 - New canvas top aft of targa with new zip on back for future cover, zip on new solar panel (provided by the customer). New front and side clears.",1.0,1635.0,1798.5,0.0,163.5,,,,DEPOSIT,false,S,DEPOSIT,,,0.0,1635.0,0.0,true,,,NSW,Fishing Point ,"",,,,,Deposit,,,
50145,50145,Extra 3 hours for rebuilding seat base + new marine ply (Foam included F.O.C),1.0,350.0,385.0,0.0,35.0,,,,LAB,,J,LAB,,,1000000.0,350.0,0.0,false,,,NSW,Wangi,2267,,,,,Shop Labour Rate,,,
50145,50145,50% Remainder from quote 50126,1.0,1115.0,1226.5,0.0,111.5,,,,LAB,,J,LAB,,,0.0,1115.0,0.0,false,,,NSW,Wangi,2267,,,,,Shop Labour Rate,,,
50146,50146,"Final Invoice - Replace V-Birth Cushions, New 100mmm Foam, Cover in Sunbrella Heritage Slate, Recover 2 side panels",1.0,1200.0,1320.0,0.0,120.0,,,,LAB,,J,LAB,,,0.0,1200.0,0.0,false,,,NSW,Buttaba ,2283,,,,,Shop Labour Rate,,,
50147,50147,50% Deposit for Quote 50146 - V Birth Cushions and Side Panels,1.0,1200.0,1320.0,0.0,120.0,,,,DEPOSIT,false,S,DEPOSIT,,,0.0,1200.0,0.0,true,,,NSW,Buttaba ,2283,,,,,Deposit,,,
50148,50148,"Final Invoice - Measure, fit and install new Bimini, front and side clears. Made with black canvas and sheet clear.",1.0,2055.0,2260.5,0.0,205.5,,,,LAB,,J,LAB,,,0.0,2055.0,0.0,false,,,NSW,Westdale ,2340,,,,,Shop Labour Rate,,,
50149,50149,Upgraded stainless buckles and webbing and rigging covers,1.0,331.5,364.65,0.0,33.15,,,,CON-GEN,,W,CON-GEN,,,1000000.0,331.5,0.0,false,,,NSW,Wellington point,"",,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50149,50149,Remainder for Quote 50142 - Measure & Supply Deck cover made from weatherMAX.,1.0,3270.0,3597.0,0.0,327.0,,,,LAB,,J,LAB,,,0.0,3270.0,0.0,false,,,NSW,Wellington point,"",,,,,Shop Labour Rate,,,
50150,50150,Recover cushion in grey and white vinyl.,3.0,400.0,1320.0,0.0,120.0,,,,LAB,,J,LAB,,,0.0,1200.0,0.0,false,,,"",Floraville ,"",,,,,Shop Labour Rate,,,
50151,50151,Extra SS fittings for stabalisation,1.0,101.2,111.32,0.0,10.12,,,,CON-GEN,,W,CON-GEN,,,1000000.0,101.2,0.0,false,,,NSW,Summer hill,2130,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50151,50151,Camping Sides & Adjustments As Discussed With Ricko,7.0,125.0,962.5,0.0,87.5,,,,LAB,,J,LAB,,,2000000.0,875.0,0.0,false,,,NSW,Summer hill,2130,,,,,Shop Labour Rate,,,
50151,50151,"50% Remainder for - 2 new bows for existing bimini ,will be a 4 bow bimini . Cover in canvas with viewing window or windows.",1.0,2065.0,2271.5,0.0,206.5,,,,LAB,,J,LAB,,,0.0,2065.0,0.0,false,,,NSW,Summer hill,2130,,,,,Shop Labour Rate,,,
50152,50152,"Deposit for quote #50148 - Measure, fit and install new Bimini, front and side clears. Made with black canvas and sheet clear.",1.0,2055.0,2260.5,0.0,205.5,,,,DEPOSIT,false,S,DEPOSIT,,,0.0,2055.0,0.0,true,,,NSW,Westdale ,2340,,,,,Deposit,,,
50153,50153,"Deposit for quote #50151 - 2 new bows for existing bimini ,will be a 4 bow bimini . Cover in canvas with viewing window or windows.",1.0,2065.0,2271.5,0.0,206.5,,,,DEPOSIT,false,S,DEPOSIT,,,0.0,2065.0,0.0,true,,,NSW,Summer hill,2130,,,,,Deposit,,,
50155,50155,Cover 2 cushions,2.0,125.0,275.0,0.0,25.0,,,,LAB,,J,LAB,,,0.0,250.0,0.0,false,,,NSW,Blackalls park,"",,,,,Shop Labour Rate,,,
50157,50157,Cover 2 base cushions with vinyl provided by customer,2.5,125.0,343.75,0.0,31.25,,,,LAB,,J,LAB,,,0.0,312.5,0.0,false,,,NSW,Wickham,"",,,,,Shop Labour Rate,,,
50159,50159,"Make Rudder / tiller covers from weatherMAX, padded with 1/2"" foam both sides and lined",4.0,125.0,550.0,0.0,50.0,,,,LAB,,J,LAB,,,0.0,500.0,0.0,false,,,NSW,Wellington point,"",,,,,Shop Labour Rate,,,
50159,50159,Materials,1.0,100.0,110.0,0.0,10.0,,,,CON-GEN,,W,CON-GEN,,,1000000.0,100.0,0.0,false,,,NSW,Wellington point,"",,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50162,50162,"Modify windscreen cove off old cover. Patch old fittings holes,cut 4 rectangular holes, back and binding, soft material strip's and new fittings",3.0,125.0,412.5,0.0,37.5,,,,LAB,,J,LAB,,,0.0,375.0,0.0,false,,,NSW,Wickham,"",,,,,Shop Labour Rate,,,
50165,50165,Materials deposit for awning,1.0,1000.0,1100.0,0.0,100.0,,,,DEPOSIT,false,S,DEPOSIT,,,0.0,1000.0,0.0,true,,,NSW,Morisset Park,2264,,,,,Deposit,,,
50166,50166,Instrument & Compass Cover for Joe's boat,1.0,300.0,330.0,0.0,30.0,,,,LAB,,J,LAB,,,0.0,300.0,0.0,false,,,NSW,Wickham,2293,,,,,Shop Labour Rate,,,
50167,50167,"3 x Cushions, Measured, Made and Fitted/Mounted",9.5,125.0,1306.25,0.0,118.75,,,,LAB,,J,LAB,,,0.0,1187.5,0.0,false,,,NSW,Toronto,2283,,,,,Shop Labour Rate,,,
50167,50167,Some extra ply for wall mount + consumables F.O.C,1.0,0.0,0.0,0.0,0.0,,,,CON-GEN,,W,CON-GEN,,,3000000.0,0.0,0.0,false,,,NSW,Toronto,2283,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
50167,50167,1 Sheet 12mm Marine Ply + Delivery,1.0,127.0,139.7,0.0,12.7,,,,CON-GEN,,W,CON-GEN,,,2000000.0,127.0,0.0,false,,,NSW,Toronto,2283,,,,,"General Consumables - (Template Material, Buckles, Webbing etc)",,,
